gene	x_labels	mean	median	sd
MT-CO3	PBTA_Neurofibroma/Plexiform_20	807.04	644.72	515.74
MT-CO3	PBTA_Schwannoma_19	967.27	916.93	350.8
MT-CO3	PBTA_Ependymoma_93	1229.2	992.81	845.69
MT-CO3	PBTA_Teratoma_7	1968.37	1182.46	1808.6
MT-CO3	PBTA_Sarcoma_6	1421.98	1540.59	426.8
MT-CO3	PBTA_Choroid plexus papilloma_16	2168.76	1546.58	1504.68
MT-CO3	PBTA_Embryonal tumor with multilayer rosettes_6	3407.1	1612.62	4756.14
MT-CO3	PBTA_Medulloblastoma_122	1839.15	1630.45	1324.08
MT-CO3	PBTA_Ewing sarcoma_10	1678.24	1643.9	614.31
MT-CO3	PBTA_Craniopharyngioma_15	2031.47	1645.79	1825.31
MT-CO3	PBTA_Adamantimomatous craniopharyngioma_20	1715.22	1650.73	381.64
MT-CO3	PBTA_Diffuse intrinsic pontine glioma_10	2656.2	1671.26	4150.03
MT-CO3	PBTA_Pineoblastoma_5	3202.62	1729.25	2361.17
MT-CO3	PBTA_Glial-neuronal tumor NOS_7	4186.84	1907.86	4789.63
MT-CO3	PBTA_Low-grade glioma/astrocytoma_301	2639.93	1953.18	2434.02
MT-CO3	PBTA_Meningioma_19	2255.24	1997.88	1217.82
MT-CO3	PBTA_Chordoma_6	1838.63	2006.99	568.2
MT-CO3	PBTA_Atypical meningioma_7	1862.73	2029.3	600.7
MT-CO3	PBTA_High-grade glioma/astrocytoma_111	4967	2178.89	8584.66
MT-CO3	PBTA_Benign tumor_14	3289.65	2279.58	2571.27
MT-CO3	PBTA_Atypical Teratoid Rhabdoid Tumor_30	2639.43	2334.47	1637.05
MT-CO3	PBTA_CNS Embryonal tumor_15	4855.59	2453.17	5716.13
MT-CO3	GMKF_Neuroblastoma_208	4450.18	3922.28	2284.17
MT-CO3	PBTA_Dysplasia/Gliosis_14	4246.02	4038.38	2165.39
MT-CO3	PBTA_Dysembryoplastic neuroepithelial tumor_24	4795.47	4803.34	2474.89
MT-CO3	PBTA_Diffuse midline glioma_68	11137.86	7922.93	12041.12
